00003	ALDH2	NP_000681.2	Alcohol sensitivity, acute	16440063,6582480,4065146,2987944,7593603,8903321,10780266,15654505,10627091,16046871
05303	NPHS2	NP_055440.1	Nephrotic syndrome, steroid-resistant	8589695,10742096,8606597
05316	KL	NP_004786.2	Coronary artery disease, susceptibility to	11792841,12669274
05332	LRAT	NP_004735.2	Retinal dystrophy, early-onset severe	11381255
05334	TAS2R16	NP_058641.1	Alcohol dependence	16385453
05346	NEUROG3	NP_066279.2	Diarrhea 4, malabsorptive, congenital	16855267
05355	TBX21	NP_037483.1	Asthma, aspirin-induced, susceptibility to	15806396
05356	MKKS	NP_061336.1	Mckusick-Kaufman syndrome	10802661,10973251,11567139
05356	MKKS	NP_061336.1	Bardet-Biedl syndrome 6	10973238,10973251,11567139
05356	MKKS	NP_061336.1	Bardet-Biedl syndrome 1, modifier of	12837689
05365	TNFRSF13B	NP_036584.1	Common variable immunodeficiency	16007086,16007087
05377	CTDP1	NP_004706.3	Congenital cataracts, facial dysmorphism, and neuropathy	14517542,15322984
05380	MUTYH	NP_001121897.1	Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas	15690400
05380	MUTYH	NP_001121897.1	Colorectal adenomatous polyposis, autosomal recessive	11818965,12606733,12393807
05380	MUTYH	NP_001121897.1	Gastric cancer, sporadic	15273732
05381	TBCE	NP_003184.1	Hypoparathyroidism-retardation-dysmorphism syndrome	12389028,16938882
05391	PDE11A	NP_058649.3	Pigmented nodular adrenocortical disease, primary, 2	16767104
05403	HPS1	NP_000186.2	Hermansky-pudlak syndrome 1	8896559,9562579,8274781,9497254,10971344
05404	SPTBN2	NP_008877.1	Spinocerebellar ataxia 5	16429157
05423	SPINK5	NP_001121170.1	Netherton syndrome	10835624
05423	SPINK5	NP_001121170.1	Atopy	11544479
05427	CYLD	NP_056062.1	Cylindromatosis, familial	10835629,12190880
05463	TRIM37	NP_056109.1	Mulibrey nanism	10888877,12754710
05468	CNGB3	NP_061971.3	Achromatopsia 3	10888875,10958649,15712225,12357335
05468	CNGB3	NP_061971.3	Stargardt disease 1	15712225
05473	TREM2	NP_061838.1	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	12080485,6681564,15883308
05484	MASP2	NP_006601.2	MASP2 deficiency	12904520
05489	AASS	NP_005754.2	Hyperlysinemia	934735,10775527
05501	WWOX	NP_057457.1	Esophageal squamous cell carcinoma, somatic	11956080
05548	CFC1	NP_115934.1	Heterota XY, visceral, autosomal	11062482
05548	CFC1	NP_115934.1	Transposition of the great arteries, dextro-looped	11799476
05548	CFC1	NP_115934.1	Double-outlet right ventricle	11799476,11062482
05549	ADCY10	NP_060887.2	Hypercalciuria, absorptive, susceptibility to	11932268
05553	DISC1	NP_061132.2	Schizophrenia, susceptibility to	14532331,15386212
05570	WNK1	NP_061852.2	Pseudohypoaldosteronism, type IIC	11498583,10869238
05575	HNMT	NP_008826.1	Asthma, susceptibility to	9547362,10803682,10752634,16205835
05576	ATP6V0A4	NP_065683.2	Renal tubular acidosis, distal, autosomal recessive	10973252
05576	ATP6V0A4	NP_065683.2	Renal tubular acidosis, distal, autosomal recessive, with late-onset sensorineural hearing loss	12414817
05582	MCOLN1	NP_065394.1	Mucolipidosis IV	10441585,10973263,11013137,11030752,15523648
05585	AICDA	NP_065712.1	Immunodeficiency with hyper-IgM, type 2	11007475
05586	NDRG1	NP_006087.2	Charcot-Marie-tooth disease, type 4D	10831399,15322984,12872253
05589	JPH3	NP_065706.2	Huntington disease-like 2	11694876
05590	SGSH	NP_000190.1	Sanfilippo syndrome A	9158154,9700599,9401012,9554748,9744479,11343308,7493035,12702166
05594	TSC1	NP_000359.1	Lymphangioleiomyomatosis	11829138,5279523
05594	TSC1	NP_000359.1	Focal cortical dysplasia of taylor, type IIb	12112044,9328481,10227394
05594	TSC1	NP_000359.1	Tuberous sclerosis 1	9242607,10053179,10340649
05595	CAPN10	NP_075571.1	Diabetes mellitus, noninsulin-dependent, susceptibility to	11017071,15240652,12107250,11481585,12161543,14574648,14602801
05596	OPA1	NP_570850.2	Optic atrophy 1	11017079,9490303,9917792,11440989,11017080,11735024,17188070
05596	OPA1	NP_570850.2	Glaucoma, normal tension, susceptibility to	11810296,12073024,17188046
05596	OPA1	NP_570850.2	Optic atrophy 1 with deafness	12566046,15531309,6493699,4058877,16240368,14644237
05597	CHST6	NP_067628.1	Macular corneal dystrophy, type II	11017086,15013869
05597	CHST6	NP_067628.1	Macular corneal dystrophy, type I	11017086,15013869
05611	FOXP2	NP_683696.2	Developmental verbal dyspraxia	2332125,11586359,15877281
05617	CYP3A5	NP_000768.1	Hypertension, salt-sensitive essential, susceptibility to	11279519,12065767,11740341,12754175,15492926
05626	CFHR3	NP_066303.2	Macular degeneration, age-related, reduced risk of	16998489
05638	GHRL	NP_057446.1	Obesity, susceptibility to	11502844,12050239,16204371
05638	GHRL	NP_057446.1	Obesity, age at onset of	11502844,12161552,12050239,16204371
05638	GHRL	NP_057446.1	Ghrelin polymorphism	12050239
05641	ELAC2	NP_060597.4	Prostate cancer, susceptibility to	10986046,10848491,12522685,12515253,11175785,11507049
05643	ARHGAP26	NP_055886.1	Leukemia, juvenile myelomonocytic	10908648
05645	DMPK	NP_001075032.1	Myotonic dystrophy	8595416
05646	AAAS	NP_056480.1	Achalasia-addisonianism-alacrima syndrome	11062474,11914417,11701718,15173230,11159947,12752575
05647	GAN	NP_071324.1	Giant axonal neuropathy 1	11062483,11971098,11053687,2153943
05648	FGF23	NP_065689.1	Hypophosphatemic rickets, autosomal dominant	11062477,9024275,1353055
05648	FGF23	NP_065689.1	Tumoral calcinosis, familial, hyperphosphatemic	15590700,16151858
05649	IL21R	NP_068570.1	IgE, elevated level of	12700598
05652	MINPP1	NP_004888.2	Thyroid adenoma, follicular	11297621
05652	MINPP1	NP_004888.2	Thyroid carcinoma, follicular	11297621
05661	ALX4	NP_068745.2	Parietal foramina 2	11137991,16319823,11106354
05664	DHH	NP_066382.1	Gonadal dysgenesis, 46, XY, partial, with minifascicular neuropathy	11017805
05666	GJB4	NP_694944.1	Erythrokeratodermia variabilis with erythema gyratum repens	11017804,12648223
05666	GJB4	NP_694944.1	Erythrokeratodermia variabilis	12648223,11017804
05669	PRKCH	NP_006246.2	Cerebral infarction, susceptibility to	17206144,12958323
05671	ADIPOQ	NP_004788.1	Adiponectin deficiency	10918532
05673	RPGRIP1	NP_065099.3	Leber congenital amaurosis, type VI	11283794
05673	RPGRIP1	NP_065099.3	Cone-rod dystrophy 9	12920076
05678	ABCG5	NP_071881.1	Sitosterolemia	11099417,11138003,11452359
05679	ABCG8	NP_071882.1	Sitosterolemia	4360855,11099417,11452359,3706300,6110091,15996216
05696	TMPRSS3	NP_076927.1	Deafness, childhood-onset neurosensory, autosomal recessive 8	11137999
05696	TMPRSS3	NP_076927.1	Deafness, congenital neurosensory, autosomal recessive 10	11137999,11462234,16021470
05697	ELOVL4	NP_073563.1	Stargardt disease 3	11138005,15028284,11726641,15557430
05698	PCDH15	NP_001136235.1	Usher syndrome, type If	11398101,11487575,12711741,15660226
05698	PCDH15	NP_001136235.1	Deafness, autosomal recessive 23	14570705
05699	CDH23	NP_071407.4	Deafness, autosomal recessive 12	11090341,12075507,12522556,2706105,15829536,12910270
05699	CDH23	NP_071407.4	Usher syndrome, type Id	11138009,11090341
05700	LMBR1	NP_071903.2	Acheiropody	11090342
05700	LMBR1	NP_071903.2	Polydactyly, preaxial II	8012392,12837695,9950363
05714	RETN	NP_065148.1	Diabetes mellitus, noninsulin-dependent, susceptibility to	11558907,12629116
05716	HSD17B3	NP_000188.1	17-@beta hydroxysteroid dehydrogenase III deficiency	8075637,2918056,8626842,598011,9467575,9709959,11158067
05723	FOXL2	NP_075555.1	Premature ovarian failure 3	12149404
05723	FOXL2	NP_075555.1	Blepharophimosis, ptosis, and epicanthus inversus, type I	11175783,11468277,12400065,12529855,12630957,12938087,11776388
05723	FOXL2	NP_075555.1	Blepharophimosis, ptosis, and epicanthus inversus, type II	11175783,12400065,12630957,16283882,11468277,12529855,11776388,12938087
05723	FOXL2	NP_075555.1	Blepharophimosis, ptosis, and epicanthus inversus	12938087
05727	CLDN14	NP_652763.1	Deafness, autosomal recessive 29	11163249,15880785
05735	SLC26A4	NP_000432.1	Enlarged vestibular aqueduct	10190331,12974744
05735	SLC26A4	NP_000432.1	Pendred syndrome	9398842,9618166,9618167,15531480,9920104,10571950,10602116,10878664,8541853,10902795,12920581,12788906
05735	SLC26A4	NP_000432.1	Deafness, autosomal recessive 4	9500541
05754	SPTLC1	NP_006406.1	Neuropathy, hereditary sensory, type I	11242114,11242106,11479835,14152213,13646503,15037712
05758	PRX	NP_066007.1	Dejerine-Sottas neuropathy, autosomal recessive	11133365,10848494,11157804,12112076
05758	PRX	NP_066007.1	Charcot-Marie-tooth disease, type 4f	15197604,16770524
05762	SOST	NP_079513.1	Sclerosteosis	11179006,9712543,11181578
05765	LDLRAP1	NP_056442.2	Hypercholesterolemia, autosomal recessive	11326085,12016260,12958143,15599766,12788851
05780	ZEB2	NP_055610.1	Mowat-Wilson syndrome	11279515,11592033,11448942,11595972,11891681,12920073
05780	ZEB2	NP_055610.1	Hirschsprung disease-mental retardation syndrome, late infantile	12451214
05789	DMGDH	NP_037523.2	Dimethylglycine dehydrogenase deficiency	10102904,11231903
05797	BRIP1	NP_114432.1	Breast cancer, early-onset	11301010
05797	BRIP1	NP_114432.1	Fanconi anemia, complementation group J	16116424,16116423
05800	MLC1	NP_055981.1	Megalencephalic leukoencephalopathy with subcortical cysts	11254442,14615938,11935341,12189496
05810	NOD2	NP_071445.1	Crohn disease, susceptibility to	11385577,11385576,11425413,12019468,12577202
05810	NOD2	NP_071445.1	BLAU syndrome	11528384,15459013,15812565
05810	NOD2	NP_071445.1	Sarcoidosis, early-onset	15459013
05814	VPS13A	NP_150648.2	Choreoacanthocytosis	11381253,11381254,12404112,14663054,15824261,15918062
05817	DCLRE1C	NP_001029027.1	Severe combined immunodeficiency with sensitivity to ionizing radiation	11336668
05817	DCLRE1C	NP_001029027.1	Severe combined immunodeficiency, Athabascan-type	12055248
05817	DCLRE1C	NP_001029027.1	Severe combined immunodeficiency, partial	12569164
05817	DCLRE1C	NP_001029027.1	Omenn syndrome	15731174
05818	KIF1B	NP_055889.2	Charcot-Marie-tooth disease, axonal, type 2A1	9409358,11389829
05821	ABO	NP_065202.2	Blood group B(a)	10462501
05821	ABO	NP_065202.2	Blood group Cis-AB	14170898,6770676,8456556
05821	ABO	NP_065202.2	Blood group A2	1520322
05821	ABO	NP_065202.2	Blood group O	2333095
05821	ABO	NP_065202.2	Blood group A/B polymorphism	2333095
05829	SMC3	NP_005436.1	Cornelia de lange syndrome 3	17273969
05830	C10orf2	NP_068602.2	Progressive external ophthalmoplegia with mitochondrial DNA deletions, digenic	12872260
05830	C10orf2	NP_068602.2	Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	15668446
05830	C10orf2	NP_068602.2	Progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant, 3	1634620,11431692,10522883,12163192
05835	HPS3	NP_115759.2	Hermansky-Pudlak syndrome 3	11455388,11590544
05836	SLURP1	NP_065160.1	Mal de Meleda	11285253,14756676,12483299,9887370,14674887
05851	SLC2A10	NP_110404.1	Arterial tortuosity syndrome	16550171,14569121
05855	BBS2	NP_114091.3	Bardet-Biedl syndrome 2	8298649,11285252,11567139
05858	BSCL2	NP_001116427.1	Lipodystrophy, congenital generalized, type 2	11479539,12030893,15181077,15126564
05858	BSCL2	NP_001116427.1	Silver spastic paraplegia syndrome	14981520,15732094
05864	WFS1	NP_005996.2	Deafness, autosomal dominant nonsyndromic sensorineural 6	11709538,11709537,12073007,12181639,8595423,9817917
05864	WFS1	NP_005996.2	Wolfram-like syndrome, autosomal dominant	16648378
05864	WFS1	NP_005996.2	Wolfram syndrome	9771706,9817917,10521293,11260218,15151504,12754709
05865	SLC45A2	NP_057264.3	Oculocutaneous albinism, type IV	11574907,14722913,14961451,16868655,14070830
05865	SLC45A2	NP_057264.3	Pigmentation of hair, skin, and eyes, variation in	15714523,17044855
05867	SEPN1	NP_065184.2	Rigid spine muscular dystrophy 1	11528383,12192640,15668457,7224095,15122708
05871	NT5C3	NP_001002010.1	Hemolytic anemia due to umph1 deficiency	6310729,11369620,12714505,12930399,15238149
05885	CTNS	NP_001026851.2	Cystinosis, late-onset juvenile or adolescent nephropathic type	10556299
05885	CTNS	NP_001026851.2	Cystinosis, atypical nephropathic	10556299,12442267
05885	CTNS	NP_001026851.2	Cystinosis, ocular nonnephropathic	10625078,11505338
05885	CTNS	NP_001026851.2	Cystinosis, nephropathic	9537412,10482956,10673275,9792862,12110740,15365816,11505338,11565547
05891	PSTPIP1	NP_003969.2	Pyogenic sterile arthritis, pyoderma gangrenosum, and acne	11971877
05892	APTX	NP_778243.1	Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia	11586299,11586300,12196655,12629250,15699391,11294920,16400613,15365154
05892	APTX	NP_778243.1	Ataxia, adult-onset, with oculomotor apraxia	15852392
05893	ALS2	NP_065970.2	Primary lateral sclerosis, juvenile	11586297,8745388,11586298,11586285
05893	ALS2	NP_065970.2	Spastic paralysis, infantile-onset ascending	12145748,12509863,12919135
05893	ALS2	NP_065970.2	Amyotrophic lateral sclerosis 2, juvenile	2328408,11586297,11586298,16240357
05905	CLRN1	NP_777367.1	Usher syndrome, type III	12145752,11524702,12080385,14569126,15521980
05914	BSND	NP_476517.1	Bartter syndrome, infantile, with sensorineural deafness	11687798,9463315,12574213,11734858
05915	NLRP3	NP_004886.3	Muckle-Wells syndrome	11687797,11992256
05915	NLRP3	NP_004886.3	Familial cold autoinflammatory syndrome	11687797,12522564
05915	NLRP3	NP_004886.3	Cinca syndrome	12032915,11992256
05916	DHCR24	NP_055577.1	Desmosterolosis	11519011
05917	PRPF31	NP_056444.3	Retinitis pigmentosa 11	11545739,8808602
05918	ATL1	NP_056999.2	Spastic paraplegia 3, autosomal dominant	11685207,15517445,8252041,16612642,12112092,12499504,12939451,15184642,16533974
05919	HTRA2	NP_037379.1	Parkinson disease 13	15961413
05919	HTRA2	NP_037379.1	Parkinson disease, susceptibility to	15961413
05923	EIF2B2	NP_055054.1	Leukoencephalopathy with vanishing white matter	11704758,12707859
05923	EIF2B2	NP_055054.1	Ovarioleukodystrophy	12707859
05925	HAMP	NP_066998.1	Hemochromatosis, juvenile	12469120,15198949
05925	HAMP	NP_066998.1	Hemochromatosis, juvenile, digenic	12915468
05939	CYP27A1	NP_000775.1	Cerebrotendinous xanthomatosis	2019602,8514861,7915755,9186905,9790667,10519880,11903362,12000359
05940	SCGB3A2	NP_473364.1	Asthma, susceptibility to	11813133
05945	LZTS1	NP_066300.1	Esophageal squamous cell carcinoma, somatic	10097140
05953	MYLK2	NP_149109.1	Cardiomyopathy, hypertrophic, midventricular, digenic	11733062
05956	OPA3	NP_001017989.2	3-@methylglutaconic aciduria, type III	11668429
05956	OPA3	NP_001017989.2	Optic atrophy and cataract, autosomal dominant	13703570,15342707
05960	ENAM	NP_114095.2	Amelogenesis imperfecta 2, hypoplastic local, autosomal dominant	11487571,11978766
05960	ENAM	NP_114095.2	Amelogenesis imperfecta, hypoplastic, and openbite malocclusion, autosomal recessive	14684688
05962	FKRP	NP_077277.1	Muscular dystrophy, congenital, 1c, with neurologic abnormalities	11053680,12654965,14652796
05962	FKRP	NP_077277.1	Muscular dystrophy, congenital, 1c	11071142,11592034
05962	FKRP	NP_077277.1	Muscular dystrophy, limb-girdle, 2i	11741828,12666124,14647208,15580560,15886712,12707439,14523375
05962	FKRP	NP_077277.1	Walker-Warburg syndrome	15121789
05962	FKRP	NP_077277.1	Muscle-eye-brain disease	15121789,12666124
05963	GDAP1	NP_061845.2	Charcot-Marie-tooth disease, demyelinating, autosomal recessive, type 4A	11743579,12499475,11743580,12707075
05963	GDAP1	NP_061845.2	Neuropathy, axonal, with vocal cord paresis, autosomal recessive	11743580,12601710,15805163
05963	GDAP1	NP_061845.2	Charcot-Marie-tooth disease, recessive intermediate a	12499475,12566285,17039978
05963	GDAP1	NP_061845.2	Charcot-Marie-tooth disease, axonal, autosomal dominant, type 2K	15805163
05965	EDARADD	NP_665860.2	Ectodermal dysplasia, anhidrotic	9245989,11780064
05969	SMARCAL1	NP_054859.2	Schimke immunoosseous dysplasia	11799392
05970	GNMT	NP_061833.1	Glycine n-methyltransferase deficiency	11596649,11810299
05972	PRSS7	NP_002763.2	Enterokinase deficiency	1147667,11719902,4322674
05976	RXFP2	NP_570718.1	Cryptorchidism, idiopathic	12217959,12970298
05983	HPS4	NP_071364.4	Hermansky-pudlak syndrome 4	11836498,12664304
05987	PKHD1	NP_619639.3	Polycystic kidney disease, autosomal recessive	11919560,12506140
05988	TMC1	NP_619636.2	Deafness, autosomal dominant nonsyndromic sensorineural, 36	11850618
05988	TMC1	NP_619636.2	Deafness, neurosensory, autosomal recessive 7	11850618
05989	PRSS12	NP_003610.1	Mental retardation, autosomal recessive 1	12459588
05990	SLC26A2	NP_000103.2	Epiphyseal dysplasia, multiple, 4	12966518
05990	SLC26A2	NP_000103.2	Diastrophic dysplasia, broad bone-platyspondylic variant	10466420,12220459,8723083
05990	SLC26A2	NP_000103.2	Diastrophic dysplasia	7923357,8528239,8571951,10482955
05990	SLC26A2	NP_000103.2	Achondrogenesis, type IB	8528239,9637425
05990	SLC26A2	NP_000103.2	Atelosteogenesis, type II	8571951,8931695,10465113,11303514,11565064
05991	CLN6	NP_060352.1	Ceroid lipofuscinosis, neuronal, 6	11791207,11727201,12673792,15996215
05997	DUOX2	NP_054799.4	Thyroid hormonogenesis, genetic defect in, 6	12110737,16134168
05999	MLYCD	NP_036345.2	Malonyl-CoA decarboxylase deficiency	8259873,10417274,9869665,10455107,6145813,12955715,7609455,9177981
06000	TPO	NP_000538.3	Thyroid hormonogenesis, genetic defect in, 2A	1401057,11061528
06000	TPO	NP_000538.3	Total iodide organification defect	8027236,8964831,9024270,7550241,10084596,9814507,11238503,12213873,12843174,11061528
06005	ST14	NP_068813.1	Ichthyosis with hypotrichosis, autosomal recessive	17273967
06006	GAA	NP_000143.2	Glycogen storage disease II, infantile form	1652892,1898413,7717400,8935410,9554747
06006	GAA	NP_000143.2	Acid alpha-glucosidase, allele 2	2203258
06006	GAA	NP_000143.2	Glycogen storage disease II, adult form	3865697,8401535,7881425,7717400,8558570,16917947,8834250,7881422,15668445
06006	GAA	NP_000143.2	Glycogen storage disease II	7945303,7881425,10737124,7717400,8558570,7881422,9529346
06006	GAA	NP_000143.2	Acid alpha-glucosidase, allele 4	8912788
06008	MYO3A	NP_059129.3	Deafness, autosomal recessive 30	12032315
06009	ALDH4A1	NP_003739.2	Hyperprolinemia, type II	9700195,2624476
06013	FXN	NP_000135.2	Friedreich ataxia	8596916,10399865,9700204,9150176,10543403,9737785,9989622
06019	RB1CC1	NP_055596.3	Breast cancer, somatic	12068296
06023	ALMS1	NP_055935.4	Alstrom syndrome	9063741,9409865,11941369,11941370
06026	TCOF1	NP_001128715.1	Treacher collins syndrome	8563749,9042910,9096354,11013442,12114482
06032	GCLC	NP_001489.1	Gamma-glutamylcysteine synthetase deficiency, hemolytic anemia due to	10515893
06032	GCLC	NP_001489.1	Myocardial infarction, susceptibility to	12598062
06033	SERPING1	NP_000053.2	Angioedema, hereditary, type II	2296585,1363816,3178731,2563376,2365061,8396558
06033	SERPING1	NP_000053.2	Angioedema, hereditary, type I	2723063,2890659,3587308,1885769,1684567,1339401,16813612
06033	SERPING1	NP_000053.2	Complement component 4, partial deficiency of, due to dysfunctional c1 inhibitor	7883978
06033	SERPING1	NP_000053.2	Angioedema, hereditary, autosomal recessive	8755917
06040	HEXA	NP_000511.2	Tay-Sachs disease, juvenile	1301189
06040	HEXA	NP_000511.2	beta-hexosaminidase A, pseudodeficiency of	1384323,8328470
06040	HEXA	NP_000511.2	GM2-gangliosidosis, B1 variant	1532289
06040	HEXA	NP_000511.2	GM2-gangliosidosis, adult-onset	1532289,8490625,14566483
06040	HEXA	NP_000511.2	GM2-gangliosidosis, juvenile	2140574,1996872,14566483
06040	HEXA	NP_000511.2	GM2-gangliosidosis, adult	2522679,2522660,2278539,2145759
